Composite.Element.REF	TCGA-FF-8041-01	TCGA-FF-8042-01	TCGA-FF-8043-01	TCGA-FF-8046-01	TCGA-FF-8047-01	TCGA-FF-8061-01	TCGA-FF-8062-01	TCGA-G8-6325-01	TCGA-G8-6326-01	TCGA-G8-6906-01	TCGA-G8-6914-01	TCGA-FA-8693-01	TCGA-FM-8000-01	TCGA-FA-A82F-01	TCGA-FA-A86F-01	TCGA-FA-A7Q1-01	TCGA-FF-A7CW-01	TCGA-FA-A4BB-01	TCGA-FA-A7DS-01	TCGA-FA-A4XK-01	TCGA-RQ-A68N-01	TCGA-FA-A6HN-01	TCGA-FA-A6HO-01	TCGA-RQ-A6JB-01	TCGA-FF-A7CR-01	TCGA-FF-A7CX-01	TCGA-VB-A8QN-01	TCGA-GS-A9TT-01	TCGA-GS-A9TV-01	TCGA-GS-A9TW-01	TCGA-GS-A9TX-01	TCGA-GS-A9TZ-01	TCGA-GS-A9U4-01
PRKAA1|AMPK_alpha	0.680334445	0.630480013	0.894412903	0.619809015	0.751863444	0.807296006	0.576260495	0.913515149	0.65823473	0.619896381	0.464217417	0.575617425	0.942792323	0.963287502	0.92895449	0.865235183	0.388611687	0.809564063	0.674650741	0.796719761	0.626291704	0.87098304	0.397380374	0.906731778	0.605235732	0.837730523	0.870043383	0.421318807	0.644623474	0.735360791	0.749374855	0.830305574	0.630666263
PRKAA1|AMPK_pT172	2.755737265	2.363820533	3.056105925	2.539550826	2.541832071	2.896986037	2.424108317	2.977460489	2.417441623	2.601095015	2.390162355	2.593024111	3.17709453	2.290515431	2.573354824	2.915675628	2.101066319	2.950359517	2.559229991	3.008035926	2.491136933	2.978345566	2.109588794	2.174918069	2.529413169	2.441983016	3.050705095	2.355056242	2.850695162	3.065142987	2.764740172	3.220642204	2.900560666
AR|AR	-0.021035536	-0.249268583	-1.049255229	0.058725544	-0.113946495	-0.116981729	-0.260997476	-0.362267906	-0.028715519	0.040467948	-0.018768155	-0.746693128	-0.225520238	-0.825523774	-0.827104008	-0.94684439	-0.506542083	-1.034863535	-0.013769455	-0.661739231	-0.363220554	-0.258504172	-0.648174807	-0.256161525	-0.414649358	-0.042199831	-1.05900246	0.252228595	-0.446391787	-0.326511269	-0.227013907	-0.439220272	-1.573050634
ASNS|ASNS	0.359797412	0.501018565	0.464562256	1.021799487	-0.163393442	-0.125603506	0.256001113	-0.111384162	-1.033026694	0.017452464	0.351277812	-0.212360639	0.764210443	0.667686504	-0.498393014	-0.088415297	0.044181359	-0.01384364	-0.056576235	1.21403449	0.534061064	-0.194672462	-0.197938535	-0.62837518	0.191135758	0.430100604	0.723204943	0.271550357	-0.814080721	0.194934825	-0.235837527	-0.028676114	-0.761380243
ATM|ATM	3.489482162	4.453595618	3.353526791	3.713438595	3.874331306	3.607731951	3.752974773	3.272116249	3.140204338	3.872742643	3.140461569	3.770171704	4.09846987	3.626808168	4.179783562	3.684102839	3.548813163	3.542740317	4.042301493	4.007655841	3.907973986	4.045665004	4.121231072	3.337541389	3.622705816	4.066221405	2.848432797	1.713654768	3.419356919	2.989237554	4.513059422	2.181604688	2.832595626
BAK1|Bak	1.380326965	1.415118447	1.306096887	1.22398418	1.179479404	1.642650129	1.180141879	1.436580974	2.514708172	1.41638919	1.223438156	1.302376869	1.216444047	1.625637728	1.315928699	1.914458294	1.390195485	1.730499235	1.815152221	1.569877472	1.28622739	1.741052168	1.478241561	1.690592305	1.075274881	1.438216861	1.05099617	1.24934081	1.202120396	1.210068328	1.199265688	1.376080223	1.476320321
BAX|Bax	1.62222058	1.847236043	1.265286597	1.313016632	1.477200052	2.259174906	1.272135681	2.06070156	2.623363773	1.7324293	1.185272962	1.559652703	1.758373356	1.565647662	1.890353228	1.388763714	1.574742776	1.912849159	1.562516261	1.67201064	1.47789905	1.891696143	1.283406368	1.902160379	1.406052345	1.577002757	1.716116245	1.521334716	1.608196252	1.711787923	1.576613696	2.035345253	1.519136649
BCL2|Bcl-2	-0.848940087	1.34461441	-0.530777348	-0.962373486	1.309346908	0.062378446	-0.661032789	-0.900473245	-0.994881903	0.587336662	-1.020074102	-0.736112108	1.438994786	-0.309295393	-0.066332832	0.007414465	0.609621317	-0.350922338	0.771895496	-1.56980738	-0.721124233	0.545492226	0.972479957	-0.887968396	0.135943057	-0.096122829	-1.371667144	0.488339282	-0.322204933	-0.478700037	-0.025308463	-0.282947136	-0.940660148
BCL2L1|Bcl-xL	-0.284150696	-0.551313409	0.046388496	-0.220922033	-0.462909742	-0.156135263	-0.37850954	-0.28849378	-0.07339338	-0.361669944	-0.228346728	-0.149995664	-0.15522065	-0.082051642	-0.446575774	-0.23953109	-0.228837377	0.048864507	-0.285068977	-0.345833819	-0.436244518	-0.455735975	-0.575789742	0.235868931	-0.784330732	-0.135037664	-0.10499573	-0.144195151	-0.302455704	-0.304631123	-0.229173428	0.191865452	-0.169332943
BECN1|Beclin	-0.486962573	-0.58334532	-0.296685228	-0.451016562	-0.437191573	-0.290015951	-0.534445285	-0.482484045	-0.142436449	-0.729182436	-0.378313673	-0.297611092	-0.047133865	-0.175903453	-0.337930794	-0.491714786	-0.520467293	-0.140621017	-0.682215545	-0.484060918	-0.661220812	-0.312335336	-0.56297373	-0.302623032	-0.762789608	-0.359090481	-0.678845638	-0.696824813	-0.332714534	-0.530505891	-0.387571978	-0.466463756	-0.361028973
CTNNB1|beta-Catenin	-0.009591843	-0.346327165	0.120038595	0.350446151	-0.571645137	-0.154305133	1.127263639	-0.473942228	-0.383689513	-0.084108384	0.246949388	0.481750247	-0.237672802	-0.801800713	0.714991358	0.747003351	0.191221687	-0.309534642	-0.920052361	0.471739186	0.414178283	0.035453167	-0.145547694	0.332304228	-0.725673935	0.208233149	-0.081007453	-0.141126977	0.026574236	0.1330122	0.027684901	-0.278131807	0.188585128
BID|Bid	0.422574185	0.29154642	0.337405124	0.499451188	0.345366185	0.565759882	0.39374561	0.642302134	0.82850551	0.458315544	0.277906638	0.395728836	0.557204044	0.659612066	0.445450766	0.612856186	0.498158297	0.702345275	0.780062307	0.367235771	0.36283016	0.372064276	0.339769253	0.786105858	0.313073568	0.533068338	0.644198785	0.604200819	0.295697434	0.358048191	0.305596769	0.487521938	0.791816308
BCL2L11|Bim	0.94190726	0.737419479	2.572237153	1.23448856	1.339946662	2.400657284	0.270671753	1.255923693	1.228546574	0.661760567	0.357919752	0.666011117	2.579602005	2.13989145	0.509017096	0.592113984	1.557177605	0.229140586	1.61830954	-0.045824388	0.391444453	0.973966147	1.291631765	0.187700991	1.267076764	0.715616712	0.322101149	1.808541257	1.25978682	1.39967719	0.987467023	1.485705527	0.1291365
JUN|c-Jun_pS73	-0.820887044	-0.735858211	-0.647362162	-0.700382311	-0.573538448	-0.686582571	-0.702869063	-0.614330654	-0.776828112	-0.876992464	-0.74902925	-0.825610423	-1.04936731	-0.960820427	-0.762013116	-0.345438799	-0.721607664	-0.879719013	-0.960417679	-0.925750387	-0.588775534	-0.631553236	-0.571242932	-0.549465845	-0.776970112	-0.754863917	-0.772351966	-0.581408282	-0.825042576	-0.554745272	-0.63392628	-0.68414905	-0.71266093
KIT|c-Kit	0.055315277	-0.386462104	-0.470633973	-0.093285876	-0.360422844	-0.302310889	-0.113546471	-0.321804827	0.042749422	-0.243614914	-0.281018404	-0.369623707	-0.642512282	-0.278882593	-0.097079524	-0.381108501	-0.372286267	-0.289094782	-0.070718061	-0.436686179	-0.349202507	-0.168484396	-0.396069417	-0.104589263	-0.219148713	-0.203530246	-0.399558313	-0.03330721	-0.343026778	-0.221369743	-0.311393656	-0.268987207	-0.290236736
MET|c-Met_pY1235	0.597067129	0.471780554	0.337153903	0.582933501	0.510969252	0.598458915	0.422337731	0.536868879	0.732144495	0.570125943	0.464307181	0.529211442	0.51710281	0.644277374	0.356052898	0.427669996	0.423425229	0.496689671	0.790852995	0.43579976	0.523162673	0.477259341	0.453608886	0.696958237	0.508471763	0.637018324	0.31606609	0.616465919	0.40507635	0.499170083	0.500729457	0.415493441	0.424764794
MYC|c-Myc	0.177677302	0.461844336	3.087554537	0.72564146	1.545690918	0.307564673	0.022127052	0.257655781	-0.416376302	-0.220925752	0.385409875	-0.549770998	0.121993282	0.366100722	-0.359985781	0.893761476	0.101284613	-0.234631107	0.79881064	-0.065384191	0.14263029	-0.234226575	0.265831511	0.178624859	0.484457333	0.40224712	-0.001806383	0.980531079	-0.031218835	0.337575084	0.725800825	-0.306976959	0.137002128
RAF1|C-Raf	1.458040298	1.137440185	1.274513888	1.377796812	1.456601171	1.563848121	1.147106462	1.644907002	0.724756815	1.40195278	1.33910202	1.437148839	1.469748044	0.886658167	1.160331541	0.980552054	1.31730268	1.200686312	1.644767498	1.48948354	1.172993919	1.544237798	1.250720982	1.048697987	1.438033251	1.128077765	1.531132288	1.216383571	1.310754358	1.279706188	1.806578734	1.29032973	1.001017282
RAF1|C-Raf_pS338	0.292475847	0.435639403	0.249908181	0.281879485	0.370741261	0.293396996	0.23691307	0.296505208	0.151387103	0.241564492	0.217914555	0.224005824	0.191266944	0.369402801	0.288093377	0.27709621	0.088518644	0.090596843	0.518416976	0.200463168	0.26206009	0.196058538	0.256148552	0.528810231	0.114635544	-0.001301132	-0.08204089	0.220759729	0.131206945	0.150590562	0.013233604	0.066578344	0.301805748
CASP7|Caspase-7_cleavedD198	1.792649766	1.82270095	0.738221962	1.818090224	1.856954682	1.183974472	1.008897517	2.074351507	3.118129908	2.435969085	2.070620911	2.527160917	-0.38892679	3.176794434	2.238684823	-0.693619465	1.989735478	1.949236457	2.947102874	2.341029497	2.470884146	2.725496712	2.523814343	2.051959102	2.57425408	1.547129336	2.157350501	1.368076135	2.820215808	2.858590414	1.091740246	3.023683763	2.876319942
CAV1|Caveolin-1	0.534109238	0.884533527	1.89188316	2.222842779	0.594180293	1.20452572	0.578788107	0.431222227	2.331943053	0.773581145	1.535111209	1.439669982	0.516698981	1.832115465	1.816487465	1.470231315	1.440442679	1.272779021	1.123470446	1.454716825	0.621211092	0.148895971	0.378853862	2.23549417	0.590975165	1.796863207	1.175758867	0.851246436	0.853864826	0.620720804	0.356713653	0.97614523	1.839674096
PECAM1|CD31	-1.383517104	-1.503979884	-1.154010261	-1.096628186	-1.306802668	-1.431821452	-1.500581778	-1.391593464	-1.079689103	-1.627990872	-1.474326882	-1.294709206	-1.634371351	-1.115921679	-1.420670693	-1.223309532	-1.452165382	-1.405297603	-1.518689761	-1.582077726	-1.406529815	-1.444775996	-1.318709805	-1.285337185	-1.478311126	-1.323439293	-1.524989863	-1.543034439	-1.182233837	-1.471897865	-1.445333736	-1.195975053	-1.297323371
ITGA2|CD49b	-1.388801603	-1.4500727	-1.170374466	-1.191285571	-1.307736433	-1.531557423	-1.373826277	-1.362723994	-1.639492261	-1.472683904	-1.41155829	-1.3419905	-1.600469675	-0.969255082	-1.471223642	-1.024263532	-1.534277921	-1.420380702	-1.304038391	-1.330446218	-0.996994412	-1.44620646	-1.349769117	-1.537611762	-1.305154182	-1.40347858	-1.644802165	-1.24038573	-1.438142265	-0.903162694	-1.487672866	-1.536095703	-1.780564109
CDK1|CDK1	0.096544355	0.284230748	0.479718214	0.309976395	0.241899097	0.807540631	0.39496226	0.141243914	0.008548979	-0.118495414	0.238938223	0.237187681	0.497128981	0.292694303	0.426704671	0.314579835	0.145556457	0.507664345	0.223077786	0.035077157	0.115599494	0.247410353	0.13504581	0.196548053	0.263115325	0.232816351	0.485852033	0.236709921	-0.040170085	0.404831565	0.174055083	-0.000581628	0.21754287
CHEK1|Chk1	-0.128667998	-0.060715322	-0.207947254	-0.030597957	-0.224231282	-0.057977536	-0.30232307	-0.404755801	-0.533531159	-0.456574946	-0.227049721	-0.221512173	-0.29314364	-0.229974307	-0.504229276	-0.392884286	-0.266913604	-0.52004477	0.01733318	-0.220528223	-0.134013422	-0.394674133	-0.49228226	-0.322659491	-0.193634338	-0.108313415	0.26408245	-0.185302027	-0.423547421	-0.04487029	-0.396707429	-0.252530441	-0.405753153
CHEK1|Chk1_pS345	-0.092289043	-0.10688301	-0.04441818	0.099518976	0.518549708	0.171077553	0.094720283	-0.205861318	-1.518425241	-0.068386971	-0.003048997	-0.450896154	-0.248795795	-0.259244394	-0.148310317	0.436438355	-0.182288602	-0.565060093	-0.50036058	-0.621283527	-0.250419107	0.13104596	0.074040963	-0.5236687	-0.052397432	-0.326589822	-0.031158433	-0.249716916	-0.021041615	-0.276867853	0.317058997	0.997370324	-0.507927579
CHEK2|Chk2	0.451771459	0.75666193	0.856538585	0.59255836	0.670985043	-0.147293488	-0.487557004	0.185684364	0.428765378	0.266166601	0.277088204	-0.05238201	0.555966022	0.609471976	-0.070943955	0.232972034	-0.386601697	0.101183418	0.519555086	-0.111927464	-0.020814544	0.019005128	-0.218209531	0.121284524	-0.039689069	0.170397316	0.192184749	-0.231851236	-0.286326193	-0.412295699	-0.167930381	-0.468311365	-1.14474071
CHEK2|Chk2_pT68	-0.090820349	0.015958604	-0.335867004	0.380221386	-0.265930112	-0.307293313	0.480455092	-0.314541141	-0.750992049	-0.329139214	-0.30730202	-0.441917978	-0.257938284	-0.129134718	-0.329998949	0.155678139	-0.443159907	-0.403341096	-0.048702009	-0.384802765	-0.242981032	-0.492940985	-0.599797469	-0.033506829	-0.434335563	-0.403415951	-0.395658307	-0.527190735	-0.59573754	-0.466458059	-0.627386664	-0.512741026	-0.377603747
BIRC2 |cIAP	1.107598835	0.575422433	1.494929145	0.930275544	1.033817738	2.08541882	0.636817807	1.034586193	0.514857798	0.843527698	0.56763866	0.616577083	1.132698195	1.201210822	0.521758193	0.830866889	0.634256668	0.932428174	0.674061929	0.810593534	0.503488349	1.474303773	0.566950381	0.593460374	0.914966933	0.464403654	1.052395965	0.843076762	0.554397278	0.499369088	1.153207656	1.266320318	0.295651392
CLDN7|Claudin-7	0.070564808	-0.222405117	-0.258808043	-0.118328825	-0.271769438	-0.064264401	-0.299280935	0.147185287	-0.525959424	-0.259775645	-0.318254935	-0.372159406	0.071409904	-0.191399329	-0.204269942	-0.015709664	-0.337340307	-0.359445985	-0.426181024	0.140184499	-0.474596858	0.275434895	-0.265074774	-0.26006601	-0.381108964	0.128357579	-0.44784908	-0.26929346	-0.253801701	-0.237627513	-0.128076568	-0.003858776	-0.752303469
COL6A1|Collagen_VI	-0.436998712	-0.32977017	-0.111925674	-0.10191462	-0.185742749	-0.058216656	-0.301687698	-0.169680903	0.746452644	-0.421491923	-0.154089376	-0.13705479	0.16023474	0.307928549	-0.21685445	0.073643481	-0.007760198	-0.166175468	0.450216084	-0.257369508	-0.353862065	-0.241651315	-0.447204692	0.256178984	-0.268427001	-0.049771612	-0.167598276	-0.135503756	-0.276687712	-0.109905333	-0.295324278	-0.051542953	0.44329137
CCNB1|Cyclin_B1	2.3393568	2.935188137	3.649320914	2.807954488	2.094755034	4.886751161	1.692476051	1.962982154	0.47039083	1.630954945	2.495550625	1.93465589	1.717863515	2.798258207	0.619387989	2.268015154	2.51218314	1.452267402	3.588996577	1.939644769	2.406050054	1.453981409	1.085059051	1.535986345	2.45161806	2.304293679	2.981510737	3.330150047	1.074850677	3.395105258	1.111900346	1.661951703	0.906960806
CCND1|Cyclin_D1	-0.256704748	-0.0847998	-0.251680934	-0.199585082	-0.161130178	-0.295958595	-0.311534074	-0.168784296	0.321628237	-0.314314046	-0.223411846	-0.252977211	-0.253205124	-0.123691542	-0.066165554	-0.126085221	-0.050685547	-0.010730163	-0.042995428	-0.113100825	-0.252159115	-0.229452202	-0.203512285	0.141881691	-0.240345793	-0.004688683	-0.167419468	0.016718998	-0.25936122	-0.258020268	-0.155696099	0.024501143	0.145093092
CCNE1|Cyclin_E1	-0.175635677	-0.311273704	-0.324245669	-0.48078742	-0.333552304	-1.003825111	-0.934387424	-0.633138064	-0.732809995	-0.695188709	-0.569345154	-0.499047312	-0.736110979	-0.294038443	-0.75286135	-0.195089763	-0.160897793	-0.152820536	-0.512530023	1.013794342	-0.664231056	-0.112929524	-0.542679688	-0.868664642	-0.495526293	-0.305708922	-0.376736759	-0.894457549	-0.713207135	-0.238182834	-0.482330323	-0.56752185	-0.928164981
PARK7|DJ-1	0.523925079	0.495104459	0.643304507	0.764494466	0.672302876	0.734648366	0.503712512	0.681904698	1.459162096	0.556647249	0.380087495	0.845858615	0.328246777	1.041851883	1.122163617	0.731455838	0.44446683	1.130367022	0.415168823	0.677895058	0.382288607	0.895747193	0.471745367	0.807702002	0.474535955	0.86337902	0.836143727	0.462335482	0.638697308	0.532831079	0.700325675	0.625057716	0.448306563
DVL3|Dvl3	0.245798806	0.044346075	0.155725648	0.017896139	0.272410273	0.251485367	0.182447435	0.014331914	-0.917470364	-0.189543717	0.121326031	0.254119675	0.246732827	0.391160306	0.130943127	0.398892999	0.171074855	0.248643346	0.089540604	0.465767816	0.068350196	0.249438106	0.285257489	0.014515911	0.065102445	0.181315554	0.27493109	0.091015934	0.028566347	0.489071387	0.183753176	0.200198184	0.521155172
CDH1|E-Cadherin	-2.630968897	-2.397045363	-2.314403973	-2.194043214	-2.111469005	-2.553647008	0.072811185	-2.319043953	-2.237860608	-2.555060108	-2.321740216	-0.649747069	-2.588903736	-2.109137348	-1.841692549	-1.997390348	-2.450770397	-2.115465479	-2.439766451	-2.340517091	-2.291214102	-1.94257175	-1.724746479	-2.366715699	-2.56958335	-2.607510783	-1.778892526	-2.487170229	-1.876378711	-2.33858431	-1.795602295	-2.628071453	-2.22152565
EEF2|eEF2	1.120336474	0.987182301	1.217394534	2.57623861	1.140985744	1.452977606	0.88487148	1.48048806	1.331741209	1.151817962	1.058918457	1.175332868	0.997312323	2.246481098	1.016784971	0.999496923	1.538494905	1.918372245	1.963216851	1.615559717	1.05567738	1.189542146	1.038690043	0.943586282	1.214118574	1.517737558	2.215180551	2.197219049	1.069449645	1.318343992	1.02921406	2.413552932	0.732044084
EEF2K|eEF2K	1.139042962	1.214187077	-1.029912845	0.91826803	0.940911504	0.606138891	0.605549061	0.85592787	-0.942980169	-0.08422647	0.839439999	0.006910349	-0.109798849	-0.053068096	-0.514776844	1.033852096	0.254838425	-1.319386315	0.982094567	1.22418582	0.094465227	0.013077191	0.337939787	-0.093667489	0.274573666	0.762358642	0.603452066	-0.211735146	0.136070334	0.775395979	0.333762067	1.69721681	-0.92159952
EGFR|EGFR	-0.501390427	-0.620684418	-0.195413549	-0.504638403	-0.631056684	-0.464892252	-0.459396934	-0.064535125	-0.476386756	-0.629603618	-0.550892364	-0.361011774	-0.350479641	-0.064031692	-0.437250172	-0.318842793	-0.487317562	-0.17041119	-0.283459495	-0.471795458	-0.33129548	-0.278070178	-0.313542966	-0.479152621	-0.533180421	-0.569454578	-0.469983084	-0.596306425	-0.276599769	-0.200726191	-0.590863352	-0.385119636	-0.0365737
EGFR|EGFR_pY1068	-2.574030415	-2.2034981	-2.384726645	-2.297112271	-2.059832419	-2.494404726	-1.690648892	-2.390028327	-2.356643678	-2.633553698	-2.413716072	-2.467792038	-2.563060557	-2.405983155	-1.436848763	-1.630613304	-2.374863932	-2.394340223	-2.571516389	-2.709209953	-2.399825271	-2.225851103	-2.035659553	-2.33339844	-2.482582632	-2.342021188	-2.538723106	-2.577802506	-2.327362585	-2.362111103	-2.46744187	-2.486248179	-2.667266432
EGFR|EGFR_pY1173	0.57268039	0.614271275	0.395241754	0.637572128	0.512192573	0.649506888	0.457586716	0.517023539	0.843085834	0.579069227	0.568437404	0.451367147	0.555814787	0.597645924	0.441473831	0.420477419	0.414135441	0.377618669	0.793947445	0.411685862	0.564719479	0.58478841	0.496697308	0.672923156	0.530568686	0.660708574	0.377471059	0.731887046	0.423648566	0.520938073	0.516523771	0.555666075	0.373555656
EIF4E|eIF4E	0.402772009	0.525210382	0.426605946	0.635091164	0.269601546	0.727917427	0.332520682	0.874906318	0.228348162	0.491339429	0.396594454	0.51381876	0.744533693	0.200000674	0.240882254	0.61558951	0.451424157	0.991259435	0.479543303	0.68530584	0.245525701	0.479568373	0.506907119	0.254618071	0.506766819	0.509298527	1.005513911	0.606466689	0.462290401	0.677089417	0.50714387	0.381695182	0.406342228
ESR1|ER-alpha	-2.107010455	-1.975076597	-1.764753731	-1.820603901	-1.36493641	-1.968765314	-1.66276239	-1.858399977	-1.780498384	-2.269936087	-1.863393838	-1.831674864	-1.623769508	-1.708083182	-1.609862527	-1.520506358	-1.941894341	-1.541107941	-1.950649524	-2.038424468	-2.044894027	-1.683094489	-1.565251996	-1.766905372	-2.258265148	-2.167388543	-2.16511914	-2.241157419	-1.899215954	-2.075050232	-2.01616696	-2.131807582	-1.71474491
ESR1|ER-alpha_pS118	0.630707178	0.390051759	-0.338705994	0.680958849	0.494711531	0.531997096	0.420487073	0.296836653	1.283852164	0.874309146	0.577215347	-0.155650173	0.245191761	0.097925278	-0.060613112	-0.076664256	0.163441937	-0.328732603	0.624730684	-0.087370316	0.458588843	0.297297781	0.187627007	0.618443918	0.376206672	0.571255879	-0.255847856	1.014981662	0.12492381	0.361670661	0.518581626	0.533664014	-0.755576771
MAPK1|ERK2	0.984849734	0.728456666	0.895839337	1.012556246	0.77698205	0.87185998	0.901196567	1.226062722	1.918529512	0.946745249	0.91623753	1.405284065	1.107618177	1.223707832	1.596102297	1.351085161	0.913136156	1.278708222	0.867189798	0.789124835	1.081127438	1.191170182	1.096501068	1.21967213	0.953531664	1.240247145	0.958600784	0.735933614	1.201731745	0.809942989	1.278409361	1.040732432	0.908384851
FN1|Fibronectin	0.465536177	0.327297468	0.106022048	-0.252888434	-1.001516251	0.279649574	-0.190224448	0.519654014	0.455683948	0.947373168	0.446719145	-0.001521407	0.625947742	0.585229219	-0.900589778	0.104527909	-0.283649768	0.226833649	0.059280966	0.445756974	0.479491242	-1.00557653	-1.178871008	0.927754225	-0.997236182	0.209363488	0.031987699	0.996698685	-0.590645482	-0.217414528	-0.803891029	0.177807317	0.108922934
